setCode,rarity,subtype_category,Common,Rare,Uncommon,Mythical,Angle,Other,Human,Zombies
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Angel,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Zombie,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Zombie,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Angel,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Zombie,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Angel,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Angel,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Angel,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Zombie,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Angel,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Angel,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Angel,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Human,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Angel,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Angel,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,rare,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,uncommon,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,common,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
KHM,mythic,Other,130,152,119,59,18.0,407.0,23.0,12.0
MID,rare,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,rare,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,rare,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,rare,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,mythic,Angel,141,154,131,54,10.0,322.0,129.0,19.0
MID,mythic,Angel,141,154,131,54,10.0,322.0,129.0,19.0
MID,rare,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,mythic,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,rare,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,mythic,Angel,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,rare,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,rare,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,rare,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Zombie,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Zombie,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Zombie,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,rare,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,rare,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Zombie,141,154,131,54,10.0,322.0,129.0,19.0
MID,mythic,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,mythic,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,rare,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,rare,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,rare,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Zombie,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,rare,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,rare,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,mythic,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,mythic,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,rare,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,mythic,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,rare,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,rare,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,rare,Human,141,154,131,54,10.0,322.0,129.0,19.0
MID,common,Other,141,154,131,54,10.0,322.0,129.0,19.0
MID,uncommon,Other,141,154,131,54,10.0,322.0,129.0,19.0
